# omega0=1, alpha=1
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
3.538281421169331e+01 2.752419062439664e-09 8.734353336641346e-09
3.547400703182654e+01 3.501539086492375e-09 7.699357937321989e-09
3.556519985195977e+01 4.157555368094342e-09 6.693417253433597e-09
3.565639267209300e+01 4.723372127861990e-09 5.721988817014714e-09
3.574758549222623e+01 5.202356887805327e-09 4.789780370104580e-09
3.583877831235946e+01 5.598273343515635e-09 3.900777822963847e-09
3.592997113249269e+01 5.915216940409795e-09 3.058276508802148e-09
3.602116395262592e+01 6.157553430049248e-09 2.264915199447360e-09
3.611235677275915e+01 6.329860634824446e-09 1.522712371141047e-09
3.620354959289238e+01 6.436873603915111e-09 8.331042362942384e-10
3.629474241302561e+01 6.483433300558535e-09 1.969840852103470e-10
3.638593523315884e+01 6.474438920405048e-09 -3.852574888791246e-10
